waiwai,chapter_id,entry_id,significado,meaning,WaiWai,Wai_Wai_sem_correcao,Wai_Wai_Phonemic,comment,comment_sem_correcao,comentario,comentario_sem_correcao,Referencia
weewe yehkuru ,8,760,seiva,sap,weewe yehkuru ,weewe y-ehku-ru Lit. 'tree close connection-liquid-poss'.,weewe y-ehku-ru Lit. 'tree close connection-liquid-poss'.,Lit. 'tree close connection-liquid-poss'.,,Lit. 'tree close connection-liquid-poss'.,,1
weewe yepu,8,730,tronco de árvore,tree trunk,weewe yepu,weewe y-epu,weewe y-eΦu-∅,Lit. 'tree-close connection-trunk-poss'. See also 01.360.,,Literalmente. 'Possa de trunk de conexão perto da árvore'. Veja também 01.360.,,1
weeyu,1,610,luz (substantivo),light (noun)    ,weeyu; katpan ,weeyu; katpa-n ,weeyu; katΦa-n ,Respectively: at night; daylight-poss.; Respectively: at night; daylight-poss.,,Respectivamente: à noite; Daylight-Poss.; Respectivamente: à noite; Possão de luz do dia.,,1
katpan ,1,610,luz (substantivo),light (noun)    ,weeyu; katpan ,weeyu; katpa-n ,weeyu; katΦa-n ,Respectively: at night; daylight-poss.; Respectively: at night; daylight-poss.,,Respectivamente: à noite; Daylight-Poss.; Respectivamente: à noite; Possão de luz do dia.,,1
wehto,1,820,Chama (substantivo),flame (noun),wehto,,wehto,,,,,1
wehto,1,810,incêndio,fire    ,wehto,,wehto,,,,,1
wehto,,,fogo,,wehto,,,,,,,2
Wehto,,,fogo,,Wehto,,uer to,,,,,3
wehto roron ,1,841,brasas,embers  ,wehto roron ,wehto roro-n ,wehto roro-n ,Lit. 'fire coals-poss'.,,Lit. 'BURS-POSS-POSS'.,,1
wehto yen,7,320,fogão,stove,wehto yen,,wehto yen,Lit. 'fire container'.,,Literalmente. 'Contêiner de incêndio'.,,1
wehto ymo,22,320,inferno,hell,wehto ymo,,wehto ymo,,,,,1
wehtoymo,,,inferno,,wehtoymo,,,,,,,2
Wehtoymo,,,inferno,,Wehtoymo,,uer toimo,,,,,3
wehyatka,9,320,esticar,stretch ,wehyatka,w-ehyat-ka,w-ehyat-ka-∅,Lit. '1st-back-reversitive-today past'.,,Literalmente. 'Past-today de 1º zagueiro'.,,1
wekesî,4,660,defecar,defecate,wekesî,w-ek-e-sî,w-ek-e-sɨ,"Lit. '1st-defecate-formative-involved present'. Also w-ar̃m-e-sɨ, '1st-throw away-formative-involved present'.",,"Literalmente. '1º presente envolvido em formação de defesa'. Também W-ar̃m-e-sɨ, 'presente de formação de distância de fora da formação de distância'.",,1
wemčinoyasî,20,650,armadilha (VB),trap (vb),wemčinoyasî,w-emči-no-ya-sî,w-emči-no-ya-sɨ,Means 'I am trapping it'.,,Significa 'estou prendendo'.,,1
wemronho,,,cinza,,wemronho,,,,,,,2
Wemronho,,,cinza,,Wemronho,,uem ron rro,,,,,3
wermonho,1,840,cinzas,ashes   ,wemronho; wermonho,,wemronho; wermonho,,,,,1
wemronho,1,840,cinzas,ashes   ,wemronho; wermonho,,wemronho; wermonho,,,,,1
wenarî,4,570,vomitar,vomit,wenarî,,wenarɨ,,,,,1
wenasî,4,980,intoxicado,intoxicated,wenasî,we-na-sî,∅-we-na-sɨ,Lit. '3rd-intoxicated-formative-involved present'.,,Literalmente. Presente-formado em formação formativa '3ª Intoxicada'.,,1
weñasîyka,,,vou ver,,weñasîyka,,,,,,,2
wences,,,"escutar, ouvir.",,wences,,,,,,,2
weñekesî,21,160,Juiz (VB),judge (vb),weñekesî,w-eɲek-e-sî,w-eɲek-e-sɨ,Means 'I judge/accuse him'.,,Significa 'eu julgo/o acuso'.,,1
wenporîw,9,810,esculpir,carve,wenporîw,w-enporî-w,w-enΦorɨ-w,Lit. '1st-carve it-today past'.,,Literalmente. 'PASSO DE IT-TODAY IT-TODO DE 1º carro'.,,1
wenta,15,410,ouvir,hear,wenta,w-enta,w-enta-∅,Lit. '1st-hear it-today past'.,,Literalmente. '1º passado no passado'.,,1
wenta,15,420,ouço,listen,wenta,w-enta,w-enta-∅,Same as 'hear' 15.410.,,O mesmo que 'ouvir' 15.410.,,1
wentaporma,17,350,obscurecer,obscure ,wentaporma,w-enta-porma,w-enta-Φorma,Means 'I failed to understand it'.,,Significa 'eu não consegui entender'.,,1
wenwo,,,eu vi,,wenwo,,,,,,,2
wepakî,,,barrigudo,,wepakî,,,,,,,2
Wepakî,,,barrigudo,,Wepakî,,ue fa cu,,,,,3
wepema,11,650,Pay (VB),pay (vb),wepema,w-epema,w-eΦema-∅,Lit. '1st-pay him-today past'.,,Literalmente. '1º PAY HIM-TODAY PAST'.,,1
wepethîka,11,630,dever,owe,wepethîka,,weΦethɨka,Means 'I did not pay for it'.,,Significa 'eu não paguei por isso'.,,1
weporas,,,estou procurando,,weporas,,,,,,,2
werewere,3,830,mosca,fly,werewere,were-were,were-were,,,,,1
wesunku,15,212,fungar,sniff,wesunku,w-esunku,w-esunku-∅,Lit. '1st-sniff-today past'.,,Literalmente. 'PASSO DE 1º NIFF-TODAY'.,,1
wetapa,9,210,"greve (hit, batida)","strike (hit, beat)",wetapa,w-etapa,w-etaΦa-∅,Lit. '1st-hit-today past'.,,Literalmente. 'PASSO DE 1º HIT-TODAY'.,,1
wetapa oyamorî ke,9,211,libra com punho,pound with fist ,wetapa oyamorî ke,,wetaΦa oyamorɨ ke,Lit. 'I hit it with my hand'.,,Literalmente. 'Eu bati com minha mão'.,,1
wethîrî,,,tripas,,wethîrî,,,,,,,2
Wethîrî,,,tripas,,Wethîrî,,eu thi ru,,,,,3
wewčokesî,16,290,beijo,kiss,wewčokesî,w-ewčok-e-sî,w-ewčok-e-sɨ,Lit. '1st-kiss-formative-involved present'.,,Literalmente. 'Presente envolvido em formação de 1º-be-be'.,,1
wewe,,,pau,,wewe,,,,,,,2
Wewe,,,pau,,Wewe,,eu eu,,,,,3
wexkiririn,4,461,"intestinos, tripas","intestines, guts",wexkiririn,wexkiriri-n,∅-weškiriri-n,Lit. '3rd-intestines-poss'.,,Literalmente. '3º Intestines-Poss'.,,1
weypoko,15,560,brilhar,shine,weypoko,wey-po-ko,wey-Φo-ko,Lit. 'shine on it-cause-imperative'.,,Literalmente. 'brilhar em ele-causado-imperativo'.,,1
weyunme,12,670,profundo,deep,weyunme,weyun-me,weyun-me,"Lit. 'depth-having', e.g. in water. 'Deep' (in earth) is yuhnaw.",,"Literalmente. 'De profundidade', p. na água. 'Deep' (na terra) é Yuhnaw.",,1
wîhčamnopu,17,320,esquecer,forget,wîhčamnopu,wî-hčam-nopu,wɨ-hčam-noΦu,"Means 'I forgot it'. Also kɨ-tweɲekarɨ-nta,'I forgot about it (absent-minded)'.",,"Significa 'eu esqueci'. Também kɨ-tweɲekarɨ-nta, 'eu esqueci (distraído)'.",,1
wîhčamnoyasî,16,690,perdoar,forgive ,wîhčamnoyasî,wî-hčamno-ya-sî,wɨ-hčamno-ya-sɨ,Lit. '1st-forget/forgive-formative-involved present'.,,"Literalmente. '1st-esquece/perdoa-formativo, presente'.",,1
wîhkoto,9,220,cortar,cut,wîhkoto,wî-hkoto,wɨ-hkoto-∅,"Lit. '1st-cut it-today past', means to cut along hard object. To cut a string, rope is w-awoto-∅.",,"Literalmente. 'Passado de It-Today de 1º corte', significa cortar o objeto duro. Para cortar uma corda, a corda é W-Awoto-∅.",,1
wîhma,4,852,hematoma,bruise,wîhma,wî-hma,wɨ-hma-∅,Lit. '1st-bruise-today past'.,,Literalmente. 'PASSADO DE 1ª BRUISE-TODAY'.,,1
wîhmamekñe,,,eu rolava,,wîhmamekñe,,,,,,,2
Wîhmamekñe,,,eu rolava,,Wîhmamekñe,,uor ma me de,,,,,3
wîhmamesî,,,estou rolando,,wîhmamesî,,,,,,,2
Wîhmamesî,,,estou rolando,,Wîhmamesî,,uor ma mesu,,,,,3
wîhtînoyasî,17,140,pense (= ser da opinião),think (= be of the opinion),wîhtînoyasî,wî-htîno-ya-sî,wɨ-htɨno-ya-sɨ,Lit. '1st estimate/decide-formative-involved present'.,,Literalmente. '1ª estimativa/decidir-formativo presente presente'.,,1
wihxikî,9,330,puxar,pull,wihxikî,wi-hxikî,wi-hšikɨ-∅,Lit. '1st-pull/drag it-today past'.,,Literalmente. '1st-pull/arraste-o no passado'.,,1
wîhyakñe,,,eu dava banho,,wîhyakñe,,,,,,,2
Wîhyakñe,,,eu dava banho,,Wîhyakñe,,uor iade,,,,,3
wîhyasî,,,estou dando banho,,wîhyasî,,,,,,,2
Wîhyasî,,,estou dando banho,,Wîhyasî,,uor iasu,,,,,3
wîîkesî makî,17,171,acho,guess,wîîkesî makî,,wɨɨkesɨ makɨ,Means 'I just say it'.,,Significa 'eu apenas digo'.,,1
wîîpî,,,dei banho,,wîîpî,,,,,,,2
Wîîpî,,,dei banho,,Wîîpî,,uo fu,,,,,3
wiira,,,paca,,wiira,,,,,,,2
Wiira,,,paca,,Wiira,,uiria,,,,,3
wîîre,,,coroca,,wîîre,,,,,,,2
Wîîre,,,coroca,,Wîîre,,u ore,,,,,3
wiirî,,,coloquei Wiyamu,,wiirî,,,,,,,2
Wiirî,,,coloquei,,Wiirî,,ui ru,,,,,3
wîîwîrîyakes miki tooto,,,estou xingando aquele pessoa ou aquela,,wîîwîrîyakes miki tooto,,,,,,,2
wikoko,3,585,Falcão,hawk,wikoko,,wikoko,,,,,1
wîmeñekesî,,,estou escolhendo,,wîmeñekesî,,,,,,,2
Wîmeñekesî,,,estou escolhendo,,Wîmeñekesî,,uo menhe kesu,,,,,3
wîmhoka,9,161,desatar,untie,wîmhoka,wî-m-hoka,wɨ-m-hoka-∅,Lit. '1st-tie-reversitive-today past'.,,Literalmente. 'Past-tody-today 1st-Tie-Reversitive'.,,1
wîmî,,,eu dei,,wîmî,,,,,,,2
Wîmî,,,eu dei,,Wîmî,,ui mu,,,,,3
wimiu ,9,160,"amarrar, amarrar","tie, bind",wimiu ,wi-mi-u ,wi-mi-u,Lit. '1st-tie-today past'.,,,,1
wîmyasî,,,estou dando,,wîmyasî,,,,,,,2
Wîmyasî,,,estou dando,,Wîmyasî,,uom iasu,,,,,3
wipika,9,290,"Flay, pele","flay, skin",wipika,w-ipi-ka,w-iΦi-ka-∅,Lit. '1st-skin-(take away)-today past' 04.120.,,Literalmente. '1st-Skin- (retire) -Today Past' 04.120.,,1
wîračonkesî,12,232,dividir,divide,wîračonkesî,wî-račo-nk-e-sî,wɨ-račo-nk-e-sɨ,"Means to divide assets, lit. '1st-division-take away-formative-involved present'.",,"Significa dividir os ativos, iluminados. '1ª divisão-tomada, presente formado em presente'.",,1
wîraka,9,270,dividir,split,wîraka,wî-raka,wɨ-raka-∅,"Means to split off the side of, lit. '1st-split it-today past'. To split down the middle is ∅-kararaka-∅.",,"Significa dividir o lado de, lit. 'PASSO DE IT-TODAY 1º split'. Dividir o meio é ∅-Kararaka-∅.",,1
wîspoma,9,890,tinta (VB),paint (vb),wîspoma,wî-spo-ma,wɨ-sΦo-ma-∅,Lit. '1st-paint-verbl-today past'.,,Literalmente. 'Past-today 1st-Paint-Verbl-Today'.,,1
wîtwo,20,620,atirar,shoot,wîtwo,wî-two,wɨ-two,Means 'I shot it'.,,Significa 'eu atirei'.,,1
Wiyamu,,,escondi,,Wiyamu,,uiamu,,,,,3
wiyamyasu,,,escondo,,wiyamyasu,,,,,,,2
Wiyamyasu,,,escondo,,Wiyamyasu,,uiam iasu,,,,,3
wohra,,,errou pontaria,,wohra,,,,,,,2
Wohra,,,errou pontaria,,Wohra,,uor ra,,,,,3
wok mîtîn,19,570,hospedeiro,host,wok mîtîn,,wok mɨtɨn,Means 'overseer of the drink'.,,Significa 'superintendente da bebida'.,,1
wokpa,19,170,fronteira,boundary,wokpa,,wokΦa,,,,,1
woñe,,,bom de pontaria,,woñe,,,,,,,2
Woñe,,,bom de pontaria,,Woñe,,uo nhe,,,,,3
woñesu,,,eu como,,woñesu,,,,,,,2
Woñesu,,,eu como,,Woñesu,,uo nhesu,,,,,3
wono,,,comi,,wono,,,,,,,2
Wono,,,comi,,Wono,,uo no,,,,,3
wooku,5,900,"bebida, bebida","beverage, drink ",wooku,,wooku,,,,,1
wooku,,,bebida,,wooku,,,,,,,2
Wooku,,,bebida,,Wooku,,uo cu,,,,,3
woosî,2,240,fêmea,female,woosî,,woosɨ,,,,,1
woosî,3,130,fêmea (adj),female (adj)    ,woosî,,woosɨ,,,,,1
woosî,,,"mulher, ou sexo feminina",,woosî,,,,,,,2
Woosî,,,"mulher, ou sexo feminino",,Woosî,,uo si,,,,,3
woosî way,,,gay homosexual,,woosî way,,,,,,,2
Woosî way,,,gay homosexual,,Woosî way,,uosi uai,,,,,3
woosîci,,,menininha,,woosîci,,,,,,,2
Woosîci,,,menininha,,Woosîci,,uo si ti,,,,,3
wooto,,,carne ou caça,,wooto,,,,,,,2
Wooto,,,carne ou caça,,Wooto,,uo to,,,,,3
wooxam,2,220,mulher,woman,wooxam,,woošam,,,,,1
wooxam,,,mulher,,wooxam,,,,,,,2
Wooxam,,,mulher,,Wooxam,,uo xam,,,,,3
wopo,,,mandou atirar,,wopo,,,,,,,2
Wopo,,,mandou atirar,,Wopo,,uo fo,,,,,3
wopoñe,,,mandante,,wopoñe,,,,,,,2
Wopoñe,,,mandante,,Wopoñe,,uofo nhe,,,,,3
worokyam,22,350,demônio (espírito maligno),demon (evil spirit),worokyam,,worokyam,,,,,1
woskara,1,230,"Plano, campo","plain, field    ",woskara,,woskara,,,,,1
wow kaxi,14,451,tarde,afternoon,wow kaxi,,wow kaši,Lit. 'it (sun) has turned the corner'.,,Literalmente. 'Ele (Sol) virou a esquina'.,,1
wukukmesî makî,17,480,"Tente, tente","try, attempt",wukukmesî makî,wu-kukm-e-sî makî,wu-kukm-e-sɨ makɨ,Means 'I will just try to doit'.,,Significa 'vou apenas tentar fazer'.,,1
xa hara,14,350,novamente,again,xa hara,,ša hara,... + ša hara - Verb precedes.,,... + Ša hara - verbo precede.,,1
xaama,,,"cor amarelo por exemplo: orosî xaama, ( caju amarelo)",,xaama,,,,,,,2
Xaama,,,"cor amarelo por exemplo: orosî xaama,",,Xaama,,xá má,,,,,3
xaapi,,,arara amarela,,xaapi,,,,,,,2
Xaapi,,,arara amarela,,Xaapi,,xá fi,,,,,3
xaari,,,bambu,,xaari,,,,,,,2
Xaari,,,bambu,,Xaari,,xá ri,,,,,3
xakawa,,,carangueju,,xakawa,,,,,,,2
Xakawa,,,carangueju,,Xakawa,,xá ca ua,,,,,3
xamahno,,,amarelo,,xamahno,,,,,,,2
Xamahno,,,amarelo,,Xamahno,,xamar no,,,,,3
xapari,3,610,cão,dog,xapari,,šaΦari,,,,,1
xapari,,,cachooro,,xapari,,,,,,,2
Xapari,,,cachooro,,Xapari,,xá fa ri,,,,,3
xapika,6,550,"chapéu, boné","hat, cap",xapika,,šaΦika,,,,,1
xapika,,,chapéu,,xapika,,,,,,,2
Xapika,,,chapéu,,Xapika,,xá fi cá,,,,,3
xapika,20,330,capacete,helmet,xapika,,šaΦika Means 'hat'.,,,,,1
xapopo,20,530,linha de pesca,fishing line,xapopo,,šaΦoΦo,,,,,1
xawarapa,,,borduna,,xawarapa,,,,,,,2
Xawarapa,,,borduna,,Xawarapa,,xauá rafa,,,,,3
Xe,,,quer,,Xe,,xe,,,,,3
xeere,8,920,"tapioca, manioc, mandioca","tapioca, manioc, cassava",xeere; sarapu,,šeere; saraΦu,Respectively: tuber;plant.; Respectively: tuber; plant.,,Respectivamente: tubérculo; planta.; Respectivamente: tubérculo; plantar.,,1
sarapu,8,920,"tapioca, manioc, mandioca","tapioca, manioc, cassava",xeere; sarapu,,šeere; saraΦu,Respectively: tuber;plant.; Respectively: tuber; plant.,,Respectivamente: tubérculo; planta.; Respectivamente: tubérculo; plantar.,,1
xehxa,,,por aqui,,xehxa,,,,,,,2
Xehxa,,,por aqui,,Xehxa,,xer xá,,,,,3
xere,,,mandioca,,xere,,,,,,,2
Xere,,,mandioca,,Xere,,Xe ré,,,,,3
xiipi,,,carneiro,,xiipi,,,,,,,2
Xiipi,,,carneiro,,Xiipi,,xi fi,,,,,3
ximxim,,,fio com nó que servia para contar os dias,,ximxim,,,,,,,2
Ximxim,,,fio com nó que servia para contar os dias,,Ximxim,,xim xim,,,,,3
xipipi,,,juruti,,xipipi,,,,,,,2
Xipipi,,,juruti,,Xipipi,,xi fi fi,,,,,3
xiriri,,,borbulha da água,,xiriri,,,,,,,2
xiriri,,,borbulhar,,xiriri,,,,,,,2
Xiriri,,,borbulha da água,,Xiriri,,xi riri,,,,,3
Xiriri,,,borbulhar,,Xiriri,,xi ri ri,,,,,3
xiriri tho,,,lugar de borbulhar,,xiriri tho,,,,,,,2
Xiriri tho,,,lugar de borbulhar,,Xiriri tho,,xi ri ri,,,,,3
xirko,,,estrela,,xirko,,,,,,,2
Xirko,,,estrela,,Xirko,,xiri co,,,,,3
xiřko,1,540,Estrela,star    ,xiřko,xir̃ko,šir̃ko,,,,,1
xirko ymo,,,cruzeiro do sul,,xirko ymo,,,,,,,2
Xirko ymo,,,cruzeiro do sul,,Xirko ymo,,xiri co imo,,,,,3
xirpa,,,especie de mata que da na capoeira,,xirpa,,,,,,,2
Xirpa,,,especie de mata que da na capoeira,,Xirpa,,xir fa,,,,,3
xixim,,,"calendário usado pelos wai-wai, fio com nó amarrado.",,xixim,,,,,,,2
Xixim,,,"calendário usado pelos wai-wai, fio com nó amarrado.",,Xixim,,xim xim,,,,,3
xixkó,,,"ura,",,xixkó,,,,,,,2
Xixkó,,,"ura,",,Xixkó,,xix co,,,,,3
xmari,,,ralo feito com pedra e madeira,,xmari,,,,,,,2
Xmari,,,ralo feito com pedra,,Xmari,,xima ri,,,,,3
xohri,,,preguiça,,xohri,,,,,,,2
Xohri,,,preguiça,,Xohri,,xor ri,,,,,3
xpari,3,664,Stingray,stingray        ,xpari,,šΦari,,,,,1
xpari,,,arraia,,xpari,,,,,,,2
Xpari,,,arraia,,Xpari,,xifa ri,,,,,3
xukurwa,,,calango,,xukurwa,,,,,,,2
Xukurwa,,,calango,,Xukurwa,,xu cur ua,,,,,3
kwaana,3,960,lagarto,lizard,xukurwa; kwaana,,šukurwa; kwaana,,,,,1
xukurwa,3,960,lagarto,lizard,xukurwa; kwaana,,šukurwa; kwaana,,,,,1
xumbu,9,680,chumbo (substantivo),lead (noun),xumbu,,šumbu,,,,,1
xuuka,5,850,açúcar,sugar,xuuka,,šuuka,,,,,1
xuxunuri,,,serra grande onde nasce rio Turuni e os demais dos rios,,xuxunuri,,,,,,,2
Xuxunuri,,,serra grande onde nasce rio Turuni e os demais dos rios.,,Xuxunuri,,xuxu nu ri,,,,,3
Yaaci,,,linha,,Yaaci,,iati,,,,,3
yaaci,,,linha,,yaaci ou awyoci,,,,,,,2
awyoci,,,linha,,yaaci ou awyoci,,,,,,,2
yaaka,,,dentro,,yaaka,,,,,,,2
yaaka,,,quando a pessoa morre com a resposta de feitiço,,yaaka,,,,,,,2
Yaaka,,,dentro,,Yaaka,,ia ca,,,,,3
Yaaka,,,quando a pessoa morre com a resposta de feitiço,,Yaaka,,ia ca,,,,,3
yaamo,,,roupa de dança tradicional,,yaamo,,,,,,,2
Yaamo,,,roupa de dança tradicional,,Yaamo,,ia mo,,,,,3
yaana,16,840,inteligente,clever,yaana,,yaana,"Means expert, clever one.",,"Significa especialista, inteligente.",,1
yaana,,,competente,,yaana,,,,,,,2
Yaana,,,competente,,Yaana,,iana,,,,,3
yaana pîn,,,não categórico ou inexperiente,,yaana pîn,,,,,,,2
Yaana pîn,,,não categórico ou inexperiente,,Yaana pîn,,ia na fun,,,,,3
yaana ro makî,,,categórico,,yaana ro makî,,,,,,,2
Yaana ro makî,,,categórico,,Yaana ro makî,,ia na ro macu,,,,,3
yaana tho,,,"jeitinho bonito ou bonita, linda ou lindo",,yaana tho,,,,,,,2
Yaana tho,,,"jeitinho bonito ou bonita, linda ou lindo",,Yaana tho,,iana tho,,,,,3
yaare,,,por dentro,,yaare,,,,,,,2
Yaare,,,pror dentro,,Yaare,,iaa re,,,,,3
yaarî,8,560,folha,leaf,yaarî,yaa-rî,∅-yaa-rɨ,Lit. '3rd-leaf-poss'.,,Literalmente. '3ª folha-poss'.,,1
yaarî,,,folha,,yaarî,,,,,,,2
Yaarî,,,folha,,Yaarî,,ia ru,,,,,3
yaaro,16,660,VERDADE,TRUE,yaaro,,yaaro,,,,,1
yaaro,,,verdade,,yaaro,,,,,,,2
Yaaro,,,verdade,,Yaaro,,ia ro,,,,,3
yaaro hare,,,será,,yaaro hare,,,,,,,2
yaarono tapota,,,palavra verdade,,yaarono tapota,,,,,,,2
yaasî,,,rio a cima,,yaasî,,,,,,,2
Yaasî,,,rio a cima,,Yaasî,,ia su,,,,,3
yahčome,12,630,espesso (em dimensão),thick (in dimension),yahčome,yahčo-me,yahčo-me,Lit. 'thickness-having'.,,Literalmente. 'espessura'.,,1
yakayaka,,,espécie de banana,,yakayaka,,,,,,,2
Yakayaka,,,espécie de banana,,Yakayaka,,iaca iaca,,,,,3
yakro,,,com,,yakro,,,,,,,2
Yakro,,,com,,Yakro,,ia cro,,,,,3
yakwe,,,tucano,,yakwe,,,,,,,2
Yakwe,,,tucano,,Yakwe,,ia cué,,,,,3
yamoro,14,220,lento,slow,yamoro,,yamoro,,,,,1
yamoro,,,devagar,,yamoro,,,,,,,2
Yamoro,,,devagar,,Yamoro,,ia moro,,,,,3
yamoro ñhe,,,mais devagar,,yamoro ñhe,,,,,,,2
Yamoro ñhe,,,mais devagar,,Yamoro ñhe,,iamoro nhe rre,,,,,3
yamororomakî,,,bem devagar,,yamororomakî,,,,,,,2
Yamororomakî,,,bem devagar,,Yamororomakî,,iamoro ro macu,,,,,3
yamuru,,,espécie de gavião branco,,yamuru,,,,,,,2
Yamuru,,,espécie de gavião branco,,Yamuru,,ia muru,,,,,3
yapoci,,,pena para pó na cabeça,,yapoci,,,,,,,2
Yapoci,,,pena para pó na cabeça,,Yapoci,,ia fo ti,,,,,3
yaran,,,caibro,,yaran,,,,,,,2
Yaran,,,caibro,,Yaran,,ia ran,,,,,3
yarara,,,pequeno pavão,,yarara,,,,,,,2
Yarara,,,pequeno pavão,,Yarara,,iara ra,,,,,3
yarenho,,,leito do rio ou igarapé,,yarenho,,,,,,,2
Yarenho,,,leito do rio ou igarapé,,Yarenho,,iaren ro,,,,,3
yarî,,,para lá,,yarî,,,,,,,2
Yarî,,,para lá,,Yarî,,iaru,,,,,3
yarîhra,13,220,vazio,empty,yarîhra,yarî-hra,yarɨ-hra,Lit. 'contents-negative'.,,Literalmente. 'Conteúdo-negativo'.,,1
yaskomo,22,430,"Feiticeiro, bruxa","sorcerer, witch",yaskomo,,yaskomo,,,,,1
yaskomo,,,"pajé, espírito.",,yaskomo,,,,,,,2
Yaskomo,,,"pajé, espírito.",,Yaskomo,,ias como,,,,,3
yathîrî,8,311,semente,seed,yathîrî,,yathɨrɨ,,,,,1
yatî,8,670,videira,vine,yatî,,yatɨ,... + yatɨ - Plant name precedes.,,... + yatɨ - o nome da planta precede.,,1
yawaka,9,250,machado,ax,yawaka,,yawaka,,,,,1
yawari,3,622,gambá,opossum,yawari,,yawari,,,,,1
yaxan,14,130,novo,new,yaxan,,yašan,,,,,1
yaypî,,,anta,,yaypî,,,,,,,2
Yaypî,,,anta,,Yaypî,,iai fu,,,,,3
yeme,,,mãe,,yeme,,,,,,,2
Yeme,,,mãe,,Yeme,,ie me,,,,,3
yememe,,,minha mãe,,yememe,,,,,,,2
Yememe,,,minha mãe,,Yememe,,ie me me,,,,,3
yenaw,,,junto na rede ou na cama,,yenaw,,,,,,,2
Yenaw,,,junto na rede ou na cama,,Yenaw,,ie nau,,,,,3
yepataw,,,frente a frente,,yepataw,,,,,,,2
Yepataw,,,frente a frente,,Yepataw,,ie fa tau,,,,,3
yepu,,,pé de planta por exemplo: mankuru yepu (pé de manga ou mangueira),,yepu,,,,,,,2
Yepu,,,pé de planta por exemplo: mankuru yepu (pé de manga),,Yepu,,ie fú,,,,,3
yîhčamnopîra esko,17,310,lembrar,remember,yîhčamnopîra esko,yî-hčamnopî-ra es-ko,yɨ-hčamnoΦɨ-ra es-ko,Means 'don't be forgetting it'.,,Significa 'não se esqueça'.,,1
yihciko,,,começa,,yihciko,,,,,,,2
Yihciko,,,começa,,Yihciko,,ier tico,,,,,3
yîhčîpîrî,5,460,casca,peel,yîhčîpîrî,yî-hčîpî-rî,yɨ-hčɨΦɨ-rɨ,Lit. 'rhythm carrier-peel/skin-poss' 04.120.,,Literalmente. 'Rhythm Carrier-Peel/Skin-Poss' 04.120.,,1
yihčirî,13,340,primeiro,first,yihčirî,yihči-rî,yihči-rɨ,Lit. 'first-poss'.,,Literalmente. 'Primeiro-Poss'.,,1
yihčirî me,14,250,"Comece, começando","begin, beginning",yihčirî me,yihčirî me,yihčirɨ me,,,,,1
yihcirme,,,no começo,,yihcirme,,,,,,,2
Yihcirme,,,no começo,,Yihcirme,,ie tirme,,,,,3
yihcitopo,,,começo,,yihcitopo,,,,,,,2
Yihcitopo,,,começo,,Yihcitopo,,ier ti to fo,,,,,3
yîhmamakî,10,150,lista,roll,yîhmamakî,yî-hmama-kî,yɨ-hmama-kɨ,Lit. 'rhythm carrier-roll it-imperative'.,,Literalmente. 'Transportador de ritmo roll It-Imperative'.,,1
yîhpoči,4,393,pena,feather ,yîhpoči,yî-hpo-či,yɨ-hΦo-či,Lit. '3rd-feather/hair-poss'; see 04.140.,,Literalmente. 'Possa de 3ª Peça/Hair'; Veja 04.140.,,1
yîhpoci patawno,,,cabelo liso,,yîhpoci patawno,,,,,,,2
yîhpockiriri,,,cabelo cacheado,,yîhpockiriri,,,,,,,2
yîhpocpon,,,cabelo feio,,yîhpocpon,,,,,,,2
yîhpora,4,930,Careca,bald,yîhpora,yî-hpo-ra,yɨ-hΦo-ra,Lit. 'rhythm carrier-hair-negative'.,,Literalmente. 'Rhythm Carrier-Hair-negativo'.,,1
yîhrepura,4,940,muito ruim,lame,yîhrepura,yî-hrepu-ra,yɨ-hreΦu-ra,Lit. 'rhythm carrier-lower leg-neg'.,,Literalmente. 'Rhythm Carrier-Lower Leg-Neg'.,,1
yîhtarî,10,760,roda,wheel,yîhtarî,yî-hta-rî,yɨ-hta-rɨ,Lit. 'its foot' 04.370.,,Literalmente. 'seu pé' 04.370.,,1
yîhtarî,,,pé dele ou sapato dele ou dela,,yîhtarî,,,,,,,2
Yîhtarî,,,pe dele ou sapato dele ou dela,,Yîhtarî,,iur taru,,,,,3
yîhtîpîrî,12,330,topo,top,yîhtîpîrî,yî-htîpî-rî,yɨ-htɨΦɨ-rɨ,"Lit. 'rhythm carrier-head-poss' 04.200. Alsokanaswe, 'head'; Φotu-ru, 'point-poss' 12.352.",,"Literalmente. 'Rhythm Carrier-Head-Poss' 04.200. Alsokanaswe, 'cabeça'; Φotu-ru, 'Point-Poss' 12.352.",,1
yîhtîpîrî,,,cabeça dele ou dela,,yîhtîpîrî,,,,,,,2
yîhtîpîrî yarîrî,4,203,cérebro,brain      ,yîhtîpîrî yarîrî,yî-htîpî-rî y-arî-rî,yɨ-htɨΦɨ-rɨ y-arɨ-rɨ,Lit. '3rd-head-poss close connection-contents-poss'; cf. 'pregnant' 04.730.,,Literalmente. 'Poss-contentes de conexão fechada' de 3ª cabeça-poss '; cf. 'grávida' 04.730.,,1
yihxiko,,,puxe,,yihxiko,,,,,,,2
Yihxiko,,,puxe,,Yihxiko,,ier xi co,,,,,3
yihxirorî ,1,890,carvão,charcoal        ,yihxirorî ,yi-hxiro-rî ,yi-hširo-rɨ ,Lit. 'rhythm carrier-charcoal-poss'.,,Lit. 'Possa de carrinho de carrinho de ritmo'.,,1
